resourceId;rs;difficulty_rank;question;explanation;errorRate;responseTime;answers
10667;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $E, F$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""img"",18571],[""input"",{""answer"":[""3,74""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $E[2 -3 0], F[0 -2 3]. |EF|=\\sqrt{(0-2)^2+(-2-(-3))^2+(3-0)^2}=\\sqrt{2^2+1^2+3^2}=\\sqrt{14}\\doteq3{,}74$.""]]";0.5;10000;2
10668;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $K, L$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""img"",18580],[""input"",{""answer"":[""6,71""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $K[3 0 4], L[-3 0 1]. |KL|=\\sqrt{(-3-3)^2+(0-0)^2+(1-4)^2}=\\sqrt{(-6)^2+(-3)^2}=\\sqrt{45}\\doteq6{,}71$.""]]";0.5;10000;2
10669;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $A, B$? Výsledek zaokrouhlete na jedno desetinné místo.""], [""img"",18569],[""input"",{""answer"":[""6,4""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $A[2 2 4], B[2 -3 0]. |AB|=\\sqrt{(2-2)^2+(-3-2)^2+(0-4)^2}=\\sqrt{(-5)^2+(-4)^2}=\\sqrt{41}\\doteq6{,}4$.""]]";0.0;10000;1
10670;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $A, B$?""], [""img"",18839],[""input"",{""answer"":[""3""],""style"":""separate""}]]";"[[""textlatex"", ""Vzdálenost bodů $A, B$ je rovna rozdílu jejich $z$-ových souřadnic, tedy $|AB|=3$.""]]";0.0;10000;1
10671;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $E, F$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""img"",18577],[""input"",{""answer"":[""2,83""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $E[2 0 2], F[2 -2 4]. |EF|=\\sqrt{(2-2)^2+(-2-0)^2+(4-2)^2}=\\sqrt{(-2)^2+2^2}=\\sqrt{8}\\doteq2{,}83$.""]]";0.0;10000;1
10672;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $E, F$?""], [""img"",18825],[""input"",{""answer"":[""3""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $E[2 0 2], F[0 -2 3]. |EF|=\\sqrt{(0-2)^2+(-2-0)^2+(3-2)^2}=\\sqrt{(-2)^2+(-2)^2+1^2}=\\sqrt{9}=3$.""]]";0.0;10000;1
10673;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $K, L$?""], [""img"",18841],[""input"",{""answer"":[""6""],""style"":""separate""}]]";"[[""textlatex"", ""Vzdálenost bodů $K, L$ je rovna rozdílu jejich $x$-ových souřadnic, tedy $|AB|=3-(-3)=6$.""]]";0.0;10000;1
10674;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $L, M$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""img"",18835],[""input"",{""answer"":[""2,83""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $L[0 3 4], M[2 3 2]. |LM|=\\sqrt{(2-0)^2+(3-3)^2+(4-2)^2}=\\sqrt{2^2+2^2}=\\sqrt{8}\\doteq2{,}83$.""]]";0.0;10000;1
10675;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $R, S$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""img"",20291],[""input"",{""answer"":[""7,81""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $R[1 4 3], S[5 -2 0]. |RS|=\\sqrt{(5-1)^2+(-2-4)^2+(0-3)^2}=\\sqrt{4^2+(-6)^2+(-3)^2}=\\sqrt{61}\\doteq7{,}81$.""]]";0.0;10000;1
10676;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $A, C$?  Výsledek zaokrouhlete na dvě desetinná místa.""], [""img"",20290],[""input"",{""answer"":[""2,45""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $A[2 3 2], C[1 2 4]. |AC|=\\sqrt{(1-2)^2+(2-3)^2+(4-2)^2}=\\sqrt{(-1)^2+(-1)^2+2^2}=\\sqrt{6}\\doteq2{,}45$.""]]";0.0;10000;1
10677;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $B, C$?""], [""img"",20289],[""input"",{""answer"":[""3""],""style"":""separate""}]]";"[[""textlatex"", ""Souřadnice bodů jsou $B[3 4 1], C[2 2 3]. |BC|=\\sqrt{(2-3)^2+(2-4)^2+(3-1)^2}=\\sqrt{(-1)^2+(-2)^2+2^2}=\\sqrt{9}=3$.""]]";0.0;10000;1
10678;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $A[1 1 1]$ a $B[2 6 0]$? Výsledek zaokrouhlete na jedno desetinné místo.""], [""input"", {""answer"": [""5,2""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(2-1)^2+(6-1)^2+(0-1)^2}=\\sqrt{1^2+5^2+(-1)^2}=\\sqrt{27}\\doteq5{,}2$.""]]";0.0;10000;1
10679;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $A[-2 3 -4]$ a $B[1 -1 2]$?  Výsledek zaokrouhlete na dvě desetinná místo.""], [""input"", {""answer"": [""7,81""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(1-(-2))^2+(-1-3)^2+(2-(-4))^2}=\\sqrt{3^2+(-4)^2+6^2}=\\sqrt{61}\\doteq7{,}81$.""]]";0.0;10000;1
10680;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $A[3 5 0]$ a $B[0 -2 1]$?  Výsledek zaokrouhlete na dvě desetinná místo.""], [""input"", {""answer"": [""7,68""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(0-3)^2+(-2-5)^2+(1-0)^2}=\\sqrt{(-3)^2+(-7)^2+1^2}=\\sqrt{59}\\doteq7{,}68$.""]]";0.0;10000;1
10681;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $E[0 2 2]$ a $F[0 0 0]$?  Výsledek zaokrouhlete na dvě desetinná místo.""], [""input"", {""answer"": [""2,83""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(0-2)^2+(2-0)^2+(2-0)^2}=\\sqrt{2^2+2^2}=\\sqrt{8}\\doteq2{,}83$.""]]";0.0;10000;1
10682;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $E[2 3 1]$ a $F[-2 2 4]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"",{""answer"":[""5""],""style"":""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(-2-2)^2+(2-3)^2+(4-1)^2}=\\sqrt{(-4)^2+(-1)^2+3^2}=\\sqrt{26}\\doteq5$.""]]";0.0;10000;1
10683;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $A[-2 -1 1]$ a $B[2 -5 -3]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"",{""answer"":[""7""],""style"":""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(2-(-2))^2+(-5-(-1))^2+(-3-1)^2}=\\sqrt{4^2+(-4)^2+(-4)^2}=\\sqrt{48}\\doteq7$.""]]";0.5;10000;2
10684;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $K[5 -3 0]$ a $L[3 1 -2]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"",{""answer"":[""5""],""style"":""separate""}]]";"[[""textlatex"", ""$|KL|=\\sqrt{(3-5)^2+(1-(-3))^2+(-2-0)^2}=\\sqrt{(-2)^2+4^2+(-2)^2}=\\sqrt{24}\\doteq5$.""]]";0.0;10000;1
10685;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $E[-6 0 0]$ a $F[1 -1 -1]$?  Výsledek zaokrouhlete na celé číslo.""], [""input"",{""answer"":[""7""],""style"":""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(1-(-6))^2+(-1-0)^2+(-1-0)^2}=\\sqrt{7^2+(-1)^2+(-1)^2}=\\sqrt{51}\\doteq7$.""]]";0.0;10000;1
10686;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $R[1 1 5]$ a $S[1 -2 1]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|RS|=\\sqrt{(1-1)^2+(-2-1)^2+(1-5)^2}=\\sqrt{(-3)^2+(-4)^2}=\\sqrt{25}=5$.""]]";0.0;10000;1
10687;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $R[-3 1 4]$ a $S[-1 3 5]$?""], [""input"", {""answer"": [""3""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|RS|=\\sqrt{(-1-(-3))^2+(3-1)^2+(5-4)^2}=\\sqrt{2^2+2^2+1^2}=\\sqrt{9}=3$.""]]";0.0;10000;1
10688;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $E[-4 -2 3]$ a $F[2 6 3]$?""], [""input"", {""answer"": [""10""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(2-(-4))^2+(6-(-2))^2+(3-3)^2}=\\sqrt{6^2+8^2}=\\sqrt{100}=10$.""]]";0.0;10000;1
10689;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $E[-2 0 5]$ a $F[2 4 3]$?""], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(2-(-2))^2+(4-0)^2+(3-5)^2}=\\sqrt{4^2+4^2+(-2)^2}=\\sqrt{36}=6$.""]]";0.0;10000;1
10690;1015;2;"[[""textlatex"", ""Jaká je vzdálenost bodů $E[0 -1 5]$ a $F[4 1 1]$?""], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|EF|=\\sqrt{(4-0)^2+(1-(-1))^2+(1-5)^2}=\\sqrt{4^2+2^2+(-4)^2}=\\sqrt{36}=6$.""]]";0.0;10000;1
10691;1015;2;"[[""textlatex"",""Jaká je vzdálenost bodů $A[0 -1 5]$ a $B[4 2 5]$?""], [""input"",{""answer"":[""5""],""style"":""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(4-0)^2+(2-(-1))^2+(5-5)^2}=\\sqrt{4^2+3^2}=\\sqrt{25}=5$.""]]";0.0;10000;1
10692;1015;2;"[[""textlatex"", ""Vzdálenost bodů $A[0 0 1], B[3 y_B 1]$ je 5. Jaká může být chybějící souřadnice bodu $B$?""], [""input"", {""answer"": [""4"", ""-4""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(3-0)^2+(y_B-0)^2+(1-1)^2}=\\sqrt{3^2+(y_B-0)^2}=5 \\Rightarrow 3^2+(y_B-0)^2=25\\Rightarrow y_B^2=16\\Rightarrow y_B=\\pm4$.""]]";0.0;10000;1
10693;1015;2;"[[""textlatex"", ""Vzdálenost bodů $A[-3 2 5], B[-3 2 z_B]$ je 4. Jaká může být chybějící souřadnice bodu $B$?""], [""input"", {""answer"": [""1"", ""9""], ""style"": ""separate""}]]";"[[""textlatex"", ""Body $A, B$ mají stejné souřadnice $x$ a $y$. Jejich vzdálenost je tedy rozdíl $z$-ových souřadnic, $|AB|=|z_B-5|=4\\Rightarrow z_1=9, z_2=1$.""]]";0.0;10000;1
10694;1015;2;"[[""textlatex"", ""Vzdálenost bodů $A[2 4 4], B[0 0 z_B]$ je 6. Jaká může být chybějící souřadnice bodu $B$?""], [""input"", {""answer"": [""0"", ""8""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(2-0)^2+(4-0)^2+(z_B-4)^2}=\\sqrt{2^2+4^2+(z_B-4)^2}=6 \\Rightarrow 4+16+(z_B-4)^2=36\\Rightarrow (z_B-4)^2=16\\Rightarrow z_B-4=\\pm4\\Rightarrow z_1=8, z_2=0$.""]]";0.0;10000;1
10695;1015;2;"[[""textlatex"", ""Vzdálenost bodů $A[1 2 -2], B[1 y_B 2]$ je 4. Jaká může být chybějící souřadnice bodu $B$?""], [""input"", {""answer"": [""2""], ""style"": ""separate""}]]";"[[""textlatex"", ""$|AB|=\\sqrt{(1-1)^2+(y_B-2)^2+(2-(-2))^2}=\\sqrt{(y_B-2)^2+4^2}=4 \\Rightarrow 16+(y_B-2)^2=16\\Rightarrow y_B-2=0\\Rightarrow y_B=2$.""]]";0.5;10000;2
10696;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20301], [""input"", {""answer"": [""2,24""], ""style"": ""separate""}]]";;0.0;10000;3
10697;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20300], [""input"", {""answer"": [""3,61""], ""style"": ""separate""}]]";;0.25;10000;4
10698;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20315], [""input"", {""answer"": [""7,07""], ""style"": ""separate""}]]";;0.33;10000;3
10699;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20294], [""input"", {""answer"": [""1,41""], ""style"": ""separate""}]]";;0.0;10000;3
10700;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20306], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;3
10701;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$? Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20323], [""input"", {""answer"": [""5,66""], ""style"": ""separate""}]]";;0.4;10000;5
10702;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $EF$? Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20311], [""input"", {""answer"": [""4,24""], ""style"": ""separate""}]]";;0.0;10000;5
10703;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $MN$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20299], [""input"", {""answer"": [""4,12""], ""style"": ""separate""}]]";;0.67;10000;3
10704;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $MN$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20320], [""input"", {""answer"": [""4,47""], ""style"": ""separate""}]]";;0.0;10000;3
10705;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20303], [""input"", {""answer"": [""7,28""], ""style"": ""separate""}]]";;0.33;10000;3
10706;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $MN$? Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20318], [""input"", {""answer"": [""2,24""], ""style"": ""separate""}]]";;0.0;10000;3
10707;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20341], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;3
10708;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$? ""], [""img"", 20339], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;4
10709;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$? ""], [""img"", 20338], [""input"", {""answer"": [""10""], ""style"": ""separate""}]]";;0.0;10000;3
10710;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20309], [""input"", {""answer"": [""10""], ""style"": ""separate""}]]";;0.0;10000;3
10711;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[1 2], B[2 3]$? Výsledek zaokrouhlete na dvě desetinná místa.""], [""input"", {""answer"": [""1,41""], ""style"": ""separate""}]]";;0.67;10000;3
10712;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[-3 2], B[-5 3]$? Výsledek zaokrouhlete na dvě desetinná místa.""], [""input"", {""answer"": [""2,24""], ""style"": ""separate""}]]";;0.67;10000;3
10713;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[0 -6], L[-2 0]$? Výsledek zaokrouhlete na dvě desetinná místa.""], [""input"", {""answer"": [""6,32""], ""style"": ""separate""}]]";;0.0;10000;3
10714;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[-3 -1], L[1 5]$? Výsledek zaokrouhlete na dvě desetinná místa.""], [""input"", {""answer"": [""7,21""], ""style"": ""separate""}]]";;0.0;10000;3
10715;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[-3 -3], B[0 1]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.25;10000;4
10716;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[-2 5], B[2 2]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;3
10717;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[-3 -3], L[3 5]$?""], [""input"", {""answer"": [""10""], ""style"": ""separate""}]]";;0.0;10000;3
10718;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[0 3], L[-6 -5]$?""], [""input"", {""answer"": [""10""], ""style"": ""separate""}]]";;0.33;10000;3
10719;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[6 -8], B[-6 8]$?""], [""input"", {""answer"": [""20""], ""style"": ""separate""}]]";;0.67;10000;3
10720;1023;2;"[[""textlatex"", ""Jaká je délka úsečky $EF$, kde $E[-2 -7], B[10 9]$?""], [""input"", {""answer"": [""20""], ""style"": ""separate""}]]";;0.0;10000;3
10721;1023;2;"[[""textlatex"", ""Délka úsečky $AB$, kde $A[0 0], B[3 ?]$, je 5. Jaká může být chybějící souřadnice bodu $B$?""], [""input"", {""answer"": [""4"", ""-4""], ""style"": ""separate""}]]";;0.0;10000;3
10722;1023;2;"[[""textlatex"", ""Délka úsečky $AB$, kde $A[-3 0], B[-3 ?]$, je 4. Jaká může být chybějící souřadnice bodu $B$?""], [""input"", {""answer"": [""4"", ""-4""], ""style"": ""separate""}]]";;0.0;10000;3
10723;1023;2;"[[""textlatex"", ""Délka úsečky $AB$, kde $A[6 ?], B[0 0]$, je 10. Jaká může být chybějící souřadnice bodu $A$?""], [""input"", {""answer"": [""8"", ""-8""], ""style"": ""separate""}]]";;0.0;10000;4
10724;1023;2;"[[""textlatex"", ""Délka úsečky $AB$, kde $A[3 ?], B[3 -2]$, je 8. Jaká může být chybějící souřadnice bodu $A$?""], [""input"", {""answer"": [""6"", ""-10""], ""style"": ""separate""}]]";;0.0;10000;3
10725;1023;2;"[[""textlatex"", ""Délka úsečky $AB$, kde $A[1 -5], B[? 0]$, je 5. Jaká může být chybějící souřadnice bodu $B$?""], [""input"", {""answer"": [""1""], ""style"": ""separate""}]]";;0.25;10000;4
10726;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[1 2], B[1 -3]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;1
10727;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[5 2], B[-3 2]$?""], [""input"", {""answer"": [""8""], ""style"": ""separate""}]]";;1.0;10000;1
10728;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[0 2], B[0 0]$?""], [""input"", {""answer"": [""2""], ""style"": ""separate""}]]";;0.0;10000;1
10729;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[-1 -5], B[-1 5]$?""], [""input"", {""answer"": [""10""], ""style"": ""separate""}]]";;0.0;10000;1
10730;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$, kde $A[3 -2], B[2 -2]$?""], [""input"", {""answer"": [""1""], ""style"": ""separate""}]]";;1.0;10000;1
10731;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$, kde $E[8 0], F[8 5]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;2
10732;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$, kde $E[-2 -3], F[2 -3]$?""], [""input"", {""answer"": [""4""], ""style"": ""separate""}]]";;0.0;10000;2
10733;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$, kde $E[0 0], F[-2 0]$?""], [""input"", {""answer"": [""2""], ""style"": ""separate""}]]";;0.0;10000;2
10734;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$, kde $E[5 -6], F[5 0]$?""], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";;0.0;10000;1
10735;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$, kde $E[-3 -4], F[2 -4]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;1
10736;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[1 -1], L[-6 -1]$?""], [""input"", {""answer"": [""7""], ""style"": ""separate""}]]";;0.0;10000;2
10737;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[0 2], L[0 -3]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;1
10738;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[-5 0], L[1 0]$?""], [""input"", {""answer"": [""6""], ""style"": ""separate""}]]";;0.0;10000;2
10739;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[3 -2], L[-2 -2]$?""], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;1
10740;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$, kde $K[7 -1], L[0 -1]$?""], [""input"", {""answer"": [""7""], ""style"": ""separate""}]]";;0.0;10000;2
10741;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20298], [""input"", {""answer"": [""2""], ""style"": ""separate""}]]";;0.0;10000;1
10742;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$? ""], [""img"", 20344], [""input"", {""answer"": [""7""], ""style"": ""separate""}]]";;0.0;10000;3
10743;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20319], [""input"", {""answer"": [""3""], ""style"": ""separate""}]]";;0.0;10000;1
10744;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20317], [""input"", {""answer"": [""0""], ""style"": ""separate""}]]";;0.0;10000;3
10745;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 15529], [""input"", {""answer"": [""3""], ""style"": ""separate""}]]";;0.0;10000;2
10746;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$? ""], [""img"", 20310], [""input"", {""answer"": [""4""], ""style"": ""separate""}]]";;0.0;10000;1
10747;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20345], [""input"", {""answer"": [""4""], ""style"": ""separate""}]]";;0.0;10000;1
10748;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $AB$? ""], [""img"", 20337], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;1
10749;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$? ""], [""img"", 20340], [""input"", {""answer"": [""4""], ""style"": ""separate""}]]";;0.0;10000;1
10750;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$? ""], [""img"", 20342], [""input"", {""answer"": [""3""], ""style"": ""separate""}]]";;0.0;10000;2
10751;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $EF$? ""], [""img"", 20343], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;1
10752;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$? ""], [""img"", 20305], [""input"", {""answer"": [""5""], ""style"": ""separate""}]]";;0.0;10000;1
10753;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$? ""], [""img"", 20313], [""input"", {""answer"": [""2""], ""style"": ""separate""}]]";;0.0;10000;1
10754;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$? ""], [""img"", 20308], [""input"", {""answer"": [""2""], ""style"": ""separate""}]]";;0.0;10000;1
10755;1023;1;"[[""textlatex"", ""Jaká je délka úsečky $KL$? ""], [""img"", 13714], [""input"", {""answer"": [""4""], ""style"": ""separate""}]]";;0.0;10000;2
10756;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$?  Výsledek zaokrouhlete na jedno desetinné místo. ""], [""img"", 20502], [""input"", {""answer"": [""6,4""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $A[0 3 4], B[2 -3 3]. |AB|=\\sqrt{(2-0)^2+(-3-3)^2+(3-4)^2}=\\sqrt{2^2+6^2+1^2}=\\sqrt{41}\\doteq6{,}4$.""]]";0.0;10000;1
10757;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$?  ""], [""img"", 20505], [""input"", {""answer"": [""3"", ""3,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $A[3 4 0], B[2 2 2]. |AB|=\\sqrt{(2-3)^2+(2-4)^2+(2-0)^2}=\\sqrt{1^2+2^2+2^2}=\\sqrt{9}=3$.""]]";0.0;10000;1
10758;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20508], [""input"", {""answer"": [""6,71""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $K[3 0 4], L[-3 0 1]. |KL|=\\sqrt{(-3-3)^2+(0-0)^2+(1-4)^2}=\\sqrt{(-6)^2+(-3)^2}=\\sqrt{45}\\doteq6{,}71$.""]]";1.0;10000;1
10759;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $AB$? Výsledek zaokrouhlete na jedno desetinné místo. ""], [""img"", 20506], [""input"", {""answer"": [""6,4""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $A[2 2 4], B[2 -3 0]. |AB|=\\sqrt{(2-2)^2+(-3-2)^2+(0-4)^2}=\\sqrt{(-5)^2+(-4)^2}=\\sqrt{41}\\doteq6{,}4$.""]]";0.0;10000;1
10760;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $KL$?  ""], [""img"", 20497], [""input"", {""answer"": [""2"", ""2,0""], ""style"": ""separate""}]]";"[[""textlatex"", ""Vzdálenost krajních bodů $K, L$ je rovna rozdílu jejich $z$-ových souřadnic, tedy $|KL|=2$.""]]";0.0;10000;1
10761;1027;2;"[[""textlatex"", ""Jaká je délka úsečky $EF$?  Výsledek zaokrouhlete na dvě desetinná místa. ""], [""img"", 20509], [""input"", {""answer"": [""2,83""], ""style"": ""separate""}]]";"[[""textlatex"", ""Souřadnice krajních bodů úsečky jsou $E[2 0 2], F[2 -2 4]. |EF|=\\sqrt{(2-2)^2+(-2-0)^2+(4-2)^2}=\\sqrt{(-2)^2+2^2}=\\sqrt{8}\\doteq2{,}83$.""]]";0.0;10000;1
